trapped.pig.uniq.id,sow,sex,group.trapped.pig.order,location.test.box,interval_count,interval.dur,number.of.intervals,next.min.status,invest.window.num,distress.num,distress.binom,screams.binom,escape.binom,invest.door.binom,invest.window.binom,screams.num,escapes.num,invest.door.num,outcome1,outcome2,lat.helped.min,trapped.date,uniq.group,time.trial.begins,interval_time,invest.window.sq.z,time.trial.begins.z,group.trapped.pig.order.z,tstop,tstart
DG5_F_9,6407,Female,7,Side,3,60,7,trapped,1,0,0,0,0,1,1,0,0,1,Helped,Full_trial,6.420666667,04.02.21,Batch4_A,11.53333333,173.72-233.72,-0.021292881,-0.152761717,0.858123417,3,2
DG5_F_9,6407,Female,7,Side,4,60,7,trapped,4,6,1,1,1,0,1,5,1,0,Helped,Full_trial,6.420666667,04.02.21,Batch4_A,11.53333333,233.72-293.72,1.047543994,-0.152761717,0.858123417,4,3
DG5_F_9,6407,Female,7,Side,5,60,7,trapped,1,3,1,1,1,0,1,2,1,0,Helped,Full_trial,6.420666667,04.02.21,Batch4_A,11.53333333,293.72-353.72,-0.021292881,-0.152761717,0.858123417,5,4
DG5_F_9,6407,Female,7,Side,6,60,7,free,1,3,1,1,1,0,1,2,1,0,Helped,Full_trial,6.420666667,04.02.21,Batch4_A,11.53333333,353.72-413.72,-0.021292881,-0.152761717,0.858123417,6,5
DG5_W_2,6420,Male,6,Side,1,60,5,trapped,1,0,0,0,0,1,1,0,0,1,Helped,Full_trial,5.184,03.02.21,Batch4_B,14.9,102.12-162.12,-0.021292881,1.926446893,0.500571993,1,0
DG5_W_2,6420,Male,6,Side,2,60,5,trapped,2,0,0,0,0,0,1,0,0,0,Helped,Full_trial,5.184,03.02.21,Batch4_B,14.9,162.12-222.12,0.421433849,1.926446893,0.500571993,2,1
DG5_W_2,6420,Male,6,Side,3,60,5,trapped,0,0,0,0,0,0,0,0,0,0,Helped,Full_trial,5.184,03.02.21,Batch4_B,14.9,222.12-282.12,-1.090129755,1.926446893,0.500571993,3,2
DG5_W_2,6420,Male,6,Side,4,60,5,trapped,1,0,0,0,0,0,1,0,0,0,Helped,Full_trial,5.184,03.02.21,Batch4_B,14.9,282.12-342.12,-0.021292881,1.926446893,0.500571993,4,3
DG5_W_3,6420,Female,1,Front,1,60,12,trapped,19,1,1,0,1,1,1,0,1,15,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,34.5599999999999-94.5599999999999,3.568822169,0.660394127,-1.287185126,1,0
DG5_W_3,6420,Female,1,Front,2,60,12,trapped,6,0,0,0,0,1,1,0,0,2,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,94.5599999999999-154.56,1.527975206,0.660394127,-1.287185126,2,1
DG5_W_3,6420,Female,1,Front,3,60,12,trapped,9,0,0,0,0,1,1,0,0,5,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,154.56-214.56,2.116380869,0.660394127,-1.287185126,3,2
DG5_W_3,6420,Female,1,Front,4,60,12,trapped,6,0,0,0,0,1,1,0,0,1,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,214.56-274.56,1.527975206,0.660394127,-1.287185126,4,3
DG5_W_3,6420,Female,1,Front,5,60,12,trapped,5,0,0,0,0,1,1,0,0,3,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,274.56-334.56,1.299862154,0.660394127,-1.287185126,5,4
DG5_W_3,6420,Female,1,Front,6,60,12,trapped,4,6,1,0,1,1,1,0,6,1,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,334.56-394.56,1.047543994,0.660394127,-1.287185126,6,5
DG5_W_3,6420,Female,1,Front,7,60,12,trapped,3,3,1,0,1,1,1,0,3,1,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,394.56-454.56,0.761150017,0.660394127,-1.287185126,7,6
DG5_W_3,6420,Female,1,Front,8,60,12,trapped,0,0,0,0,0,0,0,0,0,0,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,454.56-514.56,-1.090129755,0.660394127,-1.287185126,8,7
DG5_W_3,6420,Female,1,Front,9,60,12,trapped,0,0,0,0,0,0,0,0,0,0,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,514.56-574.56,-1.090129755,0.660394127,-1.287185126,9,8
DG5_W_3,6420,Female,1,Front,10,60,12,trapped,0,0,0,0,0,0,0,0,0,0,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,574.56-634.56,-1.090129755,0.660394127,-1.287185126,10,9
DG5_W_3,6420,Female,1,Front,11,60,12,free,0,0,0,0,0,0,0,0,0,0,Helped,Full_trial,11.268,01.02.21,Batch4_B,12.85,634.56-694.56,-1.090129755,0.660394127,-1.287185126,11,10
DG5_W_4,6420,Female,4,Front,1,60,2,free,7,1,1,0,1,1,1,0,1,4,Helped,Full_trial,1.287333333,02.02.21,Batch4_B,10.23333333,88.52-148.52,1.737746807,-0.955624448,-0.214530854,1,0
DG5_W_5,6420,Female,10,Side,1,60,2,free,2,0,0,0,0,0,1,0,0,0,Helped,Full_trial,1.778,05.02.21,Batch4_B,13.45,88.28-148.28,0.421433849,1.030946156,1.930777689,1,0
DG5_W_7,6235,Male,5,Front,1,60,2,free,8,2,1,0,1,1,1,0,2,2,Helped,Full_trial,1.714666667,03.02.21,Batch4_B,13.08333333,62.24-122.24,1.932997453,0.804497692,0.14302057,1,0
DG5_W_9,6235,Female,8,Front,1,60,3,trapped,6,7,1,1,0,0,1,7,0,0,Helped,Full_trial,2.772666667,04.02.21,Batch4_B,10.03333333,78.16-138.16,1.527975206,-1.079141791,1.215674841,1,0
DG5_W_9,6235,Female,8,Front,2,60,3,free,4,3,1,1,0,0,1,3,0,0,Helped,Full_trial,2.772666667,04.02.21,Batch4_B,10.03333333,138.16-198.16,1.047543994,-1.079141791,1.215674841,2,1
