trapped.pig.uniq.id,uniq.group,trial,group.trapped.pig.order,pot.helper.uniq.id,pot.helper.response,related,pot.helper.helped.by.trapped.before,trapped.before,trapped.pig.helped.others.before,pothelper.sex,test.dur.look.s.per.min,pretrial.rate.curio.min,pretrial.open.yn,train.rate.curio.min,train.rate.open,lat.helped.min,test.dur.look.window,test.count.look.window,test.curios.score,pretrial.curio.yn,trapped.pig.sow,trapped.pig.sex,test.count.look.per.testmin,test.rate.curio.min,pretrial.rate.open.min,pothelper.mom
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_1,0,No,No,No,n,Male,2.351515152,0.172870808,No,0.39,0.04,3.3,7.76,5,0,1,6369,m,1.515151515,0,0,6271
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_10,0,Yes,No,Yes,n,Female,5.175757576,0,No,0.263333333,0.043333333,3.3,17.08,3,0,0,6369,m,0.909090909,0,0,6369
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_2,0,No,No,No,n,Male,3.442424242,0,No,0.38,0.06,3.3,11.36,6,1,0,6369,m,1.818181818,0.303030303,0,6271
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_3,0,No,No,No,n,Female,0.824242424,0.345741616,No,0.326666667,0.046666667,3.3,2.72,1,0,1,6369,m,0.303030303,0,0,6271
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_4,0,No,No,No,n,Female,0.290909091,0,No,0.41,0.096666667,3.3,0.96,1,0,0,6369,m,0.303030303,0,0,6271
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_5,0,No,No,No,n,Female,5.393939394,0,No,0.446666667,0.143333333,3.3,17.8,5,1,0,6369,m,1.515151515,0.303030303,0,6271
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_7,0,Yes,No,No,n,Male,9.503030303,2.074449695,No,0.386666667,0.02,3.3,31.36,4,0,1,6369,m,1.212121212,0,0,6369
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_8,0,Yes,No,No,n,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_6,DG3_F,DG3_F6_201020,3,DG3_F_9,0,Yes,No,Yes,n,Female,0,2.593062118,Yes,0.29,0.03,3.3,0,0,0,1,6369,m,0,0,0.038415735,6369
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_1,0,Yes,No,No,n,Male,2.782068813,0,No,0.39,0.04,13.5295,37.64,9,0,0,6271,w,0.665213053,0,0,6271
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_10,0,No,No,Yes,n,Female,0.478953398,0,No,0.263333333,0.043333333,13.5295,6.48,2,0,0,6271,w,0.147825123,0,0,6369
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_2,0,Yes,No,No,n,Male,6.27961122,0,No,0.38,0.06,13.5295,84.96,14,7,0,6271,w,1.03477586,0.51738793,0,6271
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_3,1,Yes,No,No,n,Female,6.77334713,0,No,0.326666667,0.046666667,13.5295,91.64,11,1,0,6271,w,0.813038176,0.073912561,0,6271
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_4,0,Yes,No,No,n,Female,7.908644074,0,No,0.41,0.096666667,13.5295,107,15,3,0,6271,w,1.108688422,0.221737684,0,6271
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_6,0,No,No,Yes,n,Male,0,0,No,0.273333333,0.026666667,13.5295,0,0,6,0,6271,w,0,0.443475369,0,6369
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_7,0,No,No,No,n,Male,16.02719982,0,No,0.386666667,0.02,13.5295,216.84,13,0,0,6271,w,0.960863299,0,0,6369
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_8,0,No,No,No,n,Male,6.273698215,0,No,0.23,0.003333333,13.5295,84.88,13,2,0,6271,w,0.960863299,0.147825123,0,6369
DG3_F_5,DG3_F,DG3_F5_201020,4,DG3_F_9,0,No,No,Yes,n,Female,0.147825123,0.342153285,No,0.29,0.03,13.5295,2,1,2,1,6271,w,0.073912561,0.147825123,0,6369
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_1,0,No,No,No,n,Male,7.9816180900000004,0,No,0.39,0.04,1.378166667,11,3,0,0,6369,m,2.176804934,0,0,6271
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_10,0,Yes,No,Yes,n,Female,0,0,No,0.263333333,0.043333333,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_2,0,No,No,No,n,Male,6.704559195,0,No,0.38,0.06,1.378166667,9.24,2,0,0,6369,m,1.451203289,0,0,6271
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_3,1,No,No,No,n,Female,11.11621719,0,No,0.326666667,0.046666667,1.378166667,15.32,3,2,0,6369,m,2.176804934,1.451203289,0,6271
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_4,0,No,No,No,n,Female,22.20341032,0,No,0.41,0.096666667,1.378166667,30.6,4,0,0,6369,m,2.902406578,0,0,6271
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_5,0,No,No,Yes,n,Female,8.097714353,0,No,0.446666667,0.143333333,1.378166667,11.16,2,0,0,6369,m,1.451203289,0,0,6271
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_6,0,Yes,No,Yes,n,Male,0,0,No,0.273333333,0.026666667,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_8,0,Yes,No,No,n,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_7,DG3_F,DG3_F7_211020,5,DG3_F_9,0,Yes,No,Yes,n,Female,0,0,No,0.29,0.03,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_1,0,Yes,No,No,y,Male,0.654,0,No,0.39,0.04,20,13.08,2,0,0,6271,m,0.1,0,0,6271
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_10,0,No,No,Yes,y,Female,0.278,0,No,0.263333333,0.043333333,20,5.56,1,0,0,6271,m,0.05,0,0,6369
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_3,0,Yes,No,No,y,Female,3.682,0,No,0.326666667,0.046666667,20,73.64,6,1,0,6271,m,0.3,0.05,0,6271
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_4,0,Yes,No,No,y,Female,7.758,0,No,0.41,0.096666667,20,155.16,11,2,0,6271,m,0.55,0.1,0,6271
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_5,0,Yes,No,Yes,y,Female,0.152,0,No,0.446666667,0.143333333,20,3.04,1,0,0,6271,m,0.05,0,0,6271
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_6,0,No,No,Yes,y,Male,1.65,0,No,0.273333333,0.026666667,20,33,4,5,0,6271,m,0.2,0.25,0,6369
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_7,0,No,No,Yes,y,Male,0,0,No,0.386666667,0.02,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_8,0,No,No,No,y,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_2,DG3_F,DG3_F2_211020,6,DG3_F_9,0,No,Yes,Yes,y,Female,0,0,No,0.29,0.03,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_1,0,No,No,No,n,Male,0,0,No,0.39,0.04,NA,NA,NA,NA,0,6369,m,0,0,0,6271
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_10,0,Yes,No,Yes,n,Female,0,1.397298556,Yes,0.263333333,0.043333333,5.026833333,0,0,0,1,6369,m,0,0,0.081239449,6369
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_2,0,No,No,Yes,n,Male,16.01803654,0.139729856,No,0.38,0.06,5.026833333,80.52,12,7,1,6369,m,2.387188754,1.392526773,0,6271
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_3,0,No,No,No,n,Female,8.959915123,0.978108989,Yes,0.326666667,0.046666667,5.026833333,45.04,4,2,1,6369,m,0.795729585,0.397864792,0.015525539999999999,6271
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_4,0,No,No,No,n,Female,13.88548125,0,No,0.41,0.096666667,5.026833333,69.8,10,2,0,6369,m,1.989323962,0.397864792,0,6271
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_5,0,No,No,Yes,n,Female,0,0.139729856,No,0.446666667,0.143333333,5.026833333,0,0,0,1,6369,m,0,0,0,6271
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_6,1,Yes,No,Yes,n,Male,2.641822221,0.139729856,No,0.273333333,0.026666667,5.026833333,13.28,3,0,1,6369,m,0.596797188,0,0,6369
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_7,0,Yes,No,Yes,n,Male,0,0,No,0.386666667,0.02,NA,NA,NA,NA,0,6369,m,0,0,0,6369
DG3_F_8,DG3_F,DG3_F8_221020,7,DG3_F_9,0,Yes,No,Yes,n,Female,0,0.419189567,No,0.29,0.03,5.026833333,0,0,0,1,6369,m,0,0,0,6369
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_1,0,Yes,No,No,n,Male,0,0,No,0.39,0.04,NA,NA,NA,NA,0,6271,w,0,0,0,6271
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_10,0,No,No,Yes,n,Female,2.028054757,0.516706855,No,0.263333333,0.043333333,0.986166667,2,1,0,1,6271,w,1.014027378,0,0,6369
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_2,0,Yes,No,Yes,n,Male,0,0.344471237,No,0.38,0.06,0.986166667,0,0,0,1,6271,w,0,0,0,6271
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_3,0,Yes,No,No,n,Female,36.46442453,0.172235618,No,0.326666667,0.046666667,0.986166667,35.96,1,1,1,6271,w,1.014027378,1.014027378,0,6271
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_5,0,Yes,No,Yes,n,Female,0,0,No,0.446666667,0.143333333,NA,NA,NA,NA,0,6271,w,0,0,0,6271
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_6,0,No,No,Yes,n,Male,4.380598275,0,No,0.273333333,0.026666667,0.986166667,4.32,2,0,0,6271,w,2.028054757,0,0,6369
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_7,1,No,No,Yes,n,Male,0,0,No,0.386666667,0.02,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_8,0,No,No,Yes,n,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_4,DG3_F,DG3_F4_221020,8,DG3_F_9,0,No,No,Yes,n,Female,0,0,No,0.29,0.03,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_10,0,No,No,Yes,n,Female,0,0,No,0.263333333,0.043333333,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_2,0,Yes,No,Yes,n,Male,32.2400273,0.344589938,Yes,0.38,0.06,0.488833333,15.76,2,0,1,6271,m,4.091374023,0,0.019143885,6271
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_3,1,Yes,No,No,n,Female,22.74803957,0,No,0.326666667,0.046666667,0.488833333,11.12,1,3,0,6271,m,2.045687011,6.137061034,0,6271
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_4,0,Yes,No,Yes,n,Female,13.01056939,0,No,0.41,0.096666667,0.488833333,6.36,1,0,0,6271,m,2.045687011,0,0,6271
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_5,0,Yes,No,Yes,n,Female,1.80020457,0,No,0.446666667,0.143333333,0.488833333,0.88,1,0,0,6271,m,2.045687011,0,0,6271
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_6,0,No,No,Yes,n,Male,0,0,No,0.273333333,0.026666667,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_7,0,No,No,Yes,n,Male,0,0,No,0.386666667,0.02,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_8,0,No,No,Yes,n,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_1,DG3_F,DG3_F1_231020,9,DG3_F_9,0,No,No,Yes,n,Female,0,0,No,0.29,0.03,NA,NA,NA,NA,0,6271,m,0,0,0,6369
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_1,1,Yes,Yes,Yes,y,Male,12.25081399,0,No,0.39,0.04,1.586833333,19.44,2,0,0,6271,w,1.26037181,0,0,6271
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_10,0,No,No,Yes,y,Female,0,0,No,0.263333333,0.043333333,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_2,0,Yes,No,Yes,y,Male,18.60308791,0.173450509,No,0.38,0.06,1.586833333,29.52,5,0,1,6271,w,3.150929525,0,0,6271
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_4,0,Yes,No,Yes,y,Female,36.70202711,0,No,0.41,0.096666667,1.586833333,58.24,3,0,0,6271,w,1.890557715,0,0,6271
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_5,0,Yes,Yes,Yes,y,Female,9.629240628,0.173450509,No,0.446666667,0.143333333,1.586833333,15.28,2,0,1,6271,w,1.26037181,0,0,6271
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_6,0,No,No,Yes,y,Male,0,0,No,0.273333333,0.026666667,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_7,0,No,No,Yes,y,Male,0,0,No,0.386666667,0.02,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_8,0,No,No,Yes,y,Male,0,0,No,0.23,0.003333333,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_F_3,DG3_F,DG3_F3_231020,10,DG3_F_9,0,No,No,Yes,y,Female,0,0,No,0.29,0.03,NA,NA,NA,NA,0,6271,w,0,0,0,6369
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_1,0,Yes,No,No,n,Male,14.24631591,0.695894224,No,0.253333333,0.03,2.816166667,40.12,8,1,1,6079,m,2.84074096,0.35509262,0,6079
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_10,1,No,No,No,n,Female,6.789370893,0.347947112,No,0.35,0.123333333,2.816166667,19.12,5,0,1,6079,m,1.7754631,0,0,6073
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_3,0,Yes,No,No,n,Female,6.30644493,0,No,0.316666667,0.033333333,2.816166667,17.76,3,0,0,6079,m,1.06527786,0,0,6079
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_4,0,Yes,No,No,n,Female,15.86553826,1.043841336,No,0.17,0.01,2.816166667,44.68,7,3,1,6079,m,2.48564834,1.06527786,0,6079
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_5,0,Yes,No,No,n,Female,9.076167366,0.347947112,No,0.243333333,0.066666667,2.816166667,25.56,5,1,1,6079,m,1.7754631,0.35509262,0,6079
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_6,0,No,No,No,n,Male,22.59809433,0,No,0.32333333399999997,0.036666667,2.816166667,63.64,8,2,0,6079,m,2.84074096,0.71018524,0,6073
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_7,0,No,No,No,n,Male,8.11031544,0,No,0.286666667,0.09,2.816166667,22.84,2,0,0,6079,m,0.71018524,0,0,6073
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_8,0,No,No,No,n,Male,12.64129727,3.131524008,Yes,0.186666667,0.033333333,2.816166667,35.6,6,0,1,6079,m,2.13055572,0,0.07732158,6073
DG3_W_2,DG3_W,DG3_W2_191020,1,DG3_W_9,0,No,No,No,n,Female,28.67727999,0.347947112,No,0.413333333,0.076666667,2.816166667,80.76,9,2,1,6079,m,3.19583358,0.71018524,0,6073
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_1,0,No,No,No,n,Male,17.91425072,0,No,0.253333333,0.03,2.040833333,36.56,5,1,0,6073,m,2.449979584,0.489995917,0,6079
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_10,0,Yes,No,No,n,Female,0,0,No,0.35,0.123333333,NA,NA,NA,NA,0,6073,m,0,0,0,6073
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_2,0,No,No,Yes,n,Male,1.273989384,0,No,0.24,0.046666667,2.040833333,2.6,3,1,0,6073,m,1.46998775,0.489995917,0,6079
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_3,0,No,No,No,n,Female,0,0.346020761,No,0.316666667,0.033333333,2.040833333,0,0,0,1,6073,m,0,0,0,6079
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_4,1,No,No,No,n,Female,31.55573704,0.173010381,No,0.17,0.01,2.040833333,64.4,8,1,1,6073,m,3.919967334,0.489995917,0,6079
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_5,0,No,No,No,n,Female,7.859534505,0,No,0.243333333,0.066666667,2.040833333,16.04,4,0,0,6073,m,1.959983667,0,0,6079
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_6,0,Yes,No,No,n,Male,13.42588812,0,No,0.32333333399999997,0.036666667,2.040833333,27.4,2,0,0,6073,m,0.979991834,0,0,6073
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_8,0,Yes,No,No,n,Male,13.01429155,0,No,0.186666667,0.033333333,2.040833333,26.56,4,3,0,6073,m,1.959983667,1.46998775,0,6073
DG3_W_7,DG3_W,DG3_W7_191020,2,DG3_W_9,0,Yes,No,No,n,Female,27.16537363,0,No,0.413333333,0.076666667,2.040833333,55.44,8,2,0,6073,m,3.919967334,0.979991834,0,6073
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_1,0,Yes,No,No,y,Male,13.07592848,0.17127198,No,0.253333333,0.03,3.738166667,48.88,9,0,1,6079,w,2.407597307,0,0,6079
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_10,0,No,No,No,y,Female,0.470819029,0,No,0.35,0.123333333,3.738166667,1.76,2,0,0,6079,w,0.535021624,0,0,6073
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_2,0,Yes,No,Yes,y,Male,2.043782603,0,No,0.24,0.046666667,3.738166667,7.64,1,0,0,6079,w,0.267510812,0,0,6079
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_3,0,Yes,No,No,y,Female,9.170270631,0.17127198,No,0.316666667,0.033333333,3.738166667,34.28,4,1,1,6079,w,1.070043247,0.267510812,0,6079
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_5,0,Yes,No,No,y,Female,8.838557224,0,No,0.243333333,0.066666667,3.738166667,33.04,4,2,0,6079,w,1.070043247,0.535021624,0,6079
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_6,1,No,No,No,y,Male,24.49328993,0,No,0.32333333399999997,0.036666667,3.738166667,91.56,5,1,0,6079,w,1.337554059,0.267510812,0,6073
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_7,0,No,Yes,Yes,y,Male,0,0,No,0.286666667,0.09,NA,NA,NA,NA,0,6079,w,0,0,0,6073
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_8,0,No,No,No,y,Male,13.3434393,0,No,0.186666667,0.033333333,3.738166667,49.88,6,0,0,6079,w,1.605064871,0,0,6073
DG3_W_4,DG3_W,DG3_W4_201020,3,DG3_W_9,0,No,No,No,y,Female,28.6343573,0,No,0.413333333,0.076666667,3.738166667,107.04,9,0,0,6079,w,2.407597307,0,0,6073
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_10,0,No,No,No,n,Female,1.324,0,No,0.35,0.123333333,20,26.48,3,1,0,6079,m,0.15,0.05,0,6073
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_2,0,Yes,No,Yes,n,Male,0.298,0,No,0.24,0.046666667,20,5.96,1,0,0,6079,m,0.05,0,0,6079
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_3,0,Yes,No,No,n,Female,3.074,0,No,0.316666667,0.033333333,20,61.48,6,0,0,6079,m,0.3,0,0,6079
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_4,0,Yes,No,Yes,n,Female,0.692,0,No,0.17,0.01,20,13.84,3,1,0,6079,m,0.15,0.05,0,6079
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_5,0,Yes,No,No,n,Female,2.578,0,No,0.243333333,0.066666667,20,51.56,7,0,0,6079,m,0.35,0,0,6079
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_6,0,No,No,No,n,Male,2.448,0,No,0.32333333399999997,0.036666667,20,48.96,7,0,0,6079,m,0.35,0,0,6073
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_7,0,No,No,Yes,n,Male,1.484,0,No,0.286666667,0.09,20,29.68,4,0,0,6079,m,0.2,0,0,6073
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_8,0,No,No,No,n,Male,1.722,0,No,0.186666667,0.033333333,20,34.44,4,0,0,6079,m,0.2,0,0,6073
DG3_W_1,DG3_W,DG3_W1_201020,4,DG3_W_9,0,No,No,No,n,Female,3.766,0.172850887,No,0.413333333,0.076666667,20,75.32,3,0,1,6079,m,0.15,0,0,6073
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_1,0,No,No,Yes,n,Male,15.3849514,0,No,0.253333333,0.03,1.526166667,23.48,4,0,0,6073,w,2.620945724,0,0,6079
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_10,0,Yes,No,No,n,Female,0,0.178253119,Yes,0.35,0.123333333,1.526166667,0,0,0,1,6073,w,0,0,0.079969494,6073
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_2,0,No,No,Yes,n,Male,0,0.178253119,No,0.24,0.046666667,1.526166667,0,0,0,1,6073,w,0,0,0,6079
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_3,0,No,No,No,n,Female,19.84055913,0.356506239,No,0.316666667,0.033333333,1.526166667,30.28,3,0,1,6073,w,1.965709293,0,0,6079
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_4,1,No,No,Yes,n,Female,50.37457682,0.178253119,No,0.17,0.01,1.526166667,76.88,1,0,1,6073,w,0.655236431,0,0,6079
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_5,0,No,No,No,n,Female,24.74172763,0.178253119,No,0.243333333,0.066666667,1.526166667,37.76,2,0,1,6073,w,1.310472862,0,0,6079
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_6,0,Yes,No,No,n,Male,34.59648356,0,No,0.32333333399999997,0.036666667,1.526166667,52.8,1,0,0,6073,w,0.655236431,0,0,6073
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_7,0,Yes,No,Yes,n,Male,11.89909359,0.178253119,No,0.286666667,0.09,1.526166667,18.16,1,0,1,6073,w,0.655236431,0,0,6073
DG3_W_9,DG3_W,DG3_W9_211020,5,DG3_W_8,0,Yes,No,No,n,Male,6.001965708,0,No,0.186666667,0.033333333,1.526166667,9.16,2,0,0,6073,w,1.310472862,0,0,6073
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_1,0,Yes,No,Yes,n,Male,3.613817539,0,No,0.253333333,0.03,0.940833333,3.4,1,0,0,6079,w,1.062887511,0,0,6079
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_10,1,No,No,No,n,Female,5.356953058,0,No,0.35,0.123333333,0.940833333,5.04,1,4,0,6079,w,1.062887511,4.251550046,0,6073
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_2,0,Yes,No,Yes,n,Male,0,0.172038078,No,0.24,0.046666667,0.940833333,0,0,0,1,6079,w,0,0,0,6079
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_3,0,Yes,No,No,n,Female,12.11691763,0,No,0.316666667,0.033333333,0.940833333,11.4,2,1,0,6079,w,2.125775023,1.062887511,0,6079
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_4,0,Yes,No,Yes,n,Female,35.37289638,0,No,0.17,0.01,0.940833333,33.28,5,2,0,6079,w,5.314437557,2.125775023,0,6079
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_6,0,No,No,No,n,Male,6.844995574,0,No,0.32333333399999997,0.036666667,0.940833333,6.44,2,0,0,6079,w,2.125775023,0,0,6073
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_7,0,No,No,Yes,n,Male,0,0,No,0.286666667,0.09,NA,NA,NA,NA,0,6079,w,0,0,0,6073
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_8,0,No,No,No,n,Male,13.30735164,0,No,0.186666667,0.033333333,0.940833333,12.52,1,0,0,6079,w,1.062887511,0,0,6073
DG3_W_5,DG3_W,DG3_W5_211020,6,DG3_W_9,0,No,No,Yes,n,Female,28.91054031,0,No,0.413333333,0.076666667,0.940833333,27.2,2,0,0,6079,w,2.125775023,0,0,6073
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_1,0,No,No,Yes,y,Male,0,0,No,0.253333333,0.03,NA,NA,NA,NA,0,6073,w,0,0,0,6079
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_2,0,No,Yes,Yes,y,Male,0,0.17419579600000001,No,0.24,0.046666667,1.878833333,0,0,0,1,6073,w,0,0,0,6079
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_3,0,No,No,No,y,Female,18.58600195,0.17419579600000001,No,0.316666667,0.033333333,1.878833333,34.92,8,3,1,6073,w,4.257961502,1.596735563,0,6079
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_4,0,No,No,Yes,y,Female,19.54404329,0,No,0.17,0.01,1.878833333,36.72,5,4,0,6073,w,2.661225939,2.128980751,0,6079
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_5,1,No,Yes,Yes,y,Female,29.61412224,0.522587388,No,0.243333333,0.066666667,1.878833333,55.64,5,3,1,6073,w,2.661225939,1.596735563,0,6079
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_6,0,Yes,No,No,y,Male,0.894171915,0,No,0.32333333399999997,0.036666667,1.878833333,1.68,1,0,0,6073,w,0.532245188,0,0,6073
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_7,0,Yes,No,Yes,y,Male,0,0,No,0.286666667,0.09,NA,NA,NA,NA,0,6073,w,0,0,0,6073
DG3_W_10,DG3_W,DG3_W10_221020,7,DG3_W_8,0,Yes,No,No,y,Male,2.810254591,0,No,0.186666667,0.033333333,1.878833333,5.28,1,0,0,6073,w,0.532245188,0,0,6073
