trapped.pig.uniq.id,pot.helper.uniq.id,trial,uniq.group,Test_subj.opens.testbox,Test_subj.opens.emptybox.to20,Sep_numtimes.open.testbox,Sep_numtimes.open.emptybox,Sep_rate.open.testbox_permin,Sep_rate.open.emptybox_permin,Sep.open.any.yn,related,trapped.before,pothelper.sex,train.rate.curio.min,train.rate.open.anybox,dur.look.testwindow.s,rate.look.testwindow.s.per.min,prop.look.test.window,lat.helped.min,dur.look.emptywindow.s,rate.look.emptywindow.s.per.min,prop.look.emptywindow,trapped.pig.sow,trapped.pig.sex,pothelper.mom,location.test.box,date,daily.test.order.bothgroups,daily.test.order.within.group,group.test.order,test.day,Sep_rate.open.anybox
DG3_F_1,DG3_F_5,DG3_F1_231020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.446666667,0.143333333,0.88,1.80020457,0.030003409,0.488833333,0,0,0,6271,m,6271,FG,23.10.20,5.1,1,9,5,0
DG3_F_1,DG3_F_6,DG3_F1_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.273333333,0.026666667,0,0,0,0.488833333,0,0,0,6271,m,6369,FG,23.10.20,5.1,1,9,5,0
DG3_F_1,DG3_F_7,DG3_F1_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.386666667,0.02,0,0,0,0.488833333,0,0,0,6271,m,6369,FG,23.10.20,5.1,1,9,5,0
DG3_F_1,DG3_F_8,DG3_F1_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.23,0.003333333,0,0,0,0.488833333,0,0,0,6271,m,6369,FG,23.10.20,5.1,1,9,5,0
DG3_F_1,DG3_F_9,DG3_F1_231020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.29,0.03,0,0,0,0.488833333,0,0,0,6271,m,6369,FG,23.10.20,5.1,1,9,5,0
DG3_F_10,DG3_F_1,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.39,0.04,1.04,0.052,8.66667e-4,20,0,0,0,6369,w,6271,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_2,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.38,0.06,10.36,0.518,0.008633333,20,0,0,0,6369,w,6271,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_3,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.326666667,0.046666667,0,0,0,20,41.4,2.07,0.0345,6369,w,6271,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_4,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.41,0.096666667,0,0,0,20,0,0,0,6369,w,6271,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_5,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.446666667,0.143333333,0,0,0,20,0,0,0,6369,w,6271,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_6,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.273333333,0.026666667,6.6,0.33,0.0055,20,0,0,0,6369,w,6369,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_7,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.386666667,0.02,15.12,0.756,0.0126,20,0,0,0,6369,w,6369,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_8,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.23,0.003333333,0,0,0,20,0,0,0,6369,w,6369,ZG,19.10.20,1.2,2,2,1,0
DG3_F_10,DG3_F_9,DG3_F10_191020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.29,0.03,19.44,0.972,0.0162,20,0,0,0,6369,w,6369,ZG,19.10.20,1.2,2,2,1,0
DG3_F_2,DG3_F_1,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.39,0.04,13.08,0.654,0.0109,20,0,0,0,6271,m,6271,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_10,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.263333333,0.043333333,5.56,0.278,0.004633333,20,1.24,0.062,0.001033333,6271,m,6369,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_3,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,y,n,Female,0.326666667,0.046666667,73.64,3.682,0.061366667,20,240.32,12.016,0.200266667,6271,m,6271,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_4,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,y,n,Female,0.41,0.096666667,155.16,7.758,0.1293,20,0,0,0,6271,m,6271,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_5,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.446666667,0.143333333,3.04,0.152,0.002533333,20,6.8,0.34,0.005666667,6271,m,6271,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_6,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.273333333,0.026666667,33,1.65,0.0275,20,15.12,0.756,0.0126,6271,m,6369,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_7,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.386666667,0.02,0,0,0,20,0,0,0,6271,m,6369,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_8,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.23,0.003333333,0,0,0,20,0,0,0,6271,m,6369,ZG,21.10.20,3.2,2,6,3,0
DG3_F_2,DG3_F_9,DG3_F2_211020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.29,0.03,0,0,0,20,0,0,0,6271,m,6369,ZG,21.10.20,3.2,2,6,3,0
DG3_F_3,DG3_F_1,DG3_F3_231020,DG3_F,1,0,0,0,0,0,0,y,y,Male,0.39,0.04,19.44,12.25081399,0.204180233,1.586833333,0,0,0,6271,w,6271,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_10,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.263333333,0.043333333,0,0,0,1.586833333,0,0,0,6271,w,6369,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_2,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,y,y,Male,0.38,0.06,29.52,18.60308791,0.310051465,1.586833333,0,0,0,6271,w,6271,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_4,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.41,0.096666667,58.24,36.70202711,0.611700452,1.586833333,0,0,0,6271,w,6271,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_5,DG3_F3_231020,DG3_F,0,1,0,0,0,0,0,y,y,Female,0.446666667,0.143333333,15.28,9.629240628,0.160487344,1.586833333,0,0,0,6271,w,6271,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_6,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.273333333,0.026666667,0,0,0,1.586833333,0,0,0,6271,w,6369,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_7,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.386666667,0.02,0,0,0,1.586833333,0,0,0,6271,w,6369,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_8,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.23,0.003333333,0,0,0,1.586833333,0,0,0,6271,w,6369,ZG,23.10.20,5.2,2,10,5,0
DG3_F_3,DG3_F_9,DG3_F3_231020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.29,0.03,0,0,0,1.586833333,0,0,0,6271,w,6369,ZG,23.10.20,5.2,2,10,5,0
DG3_F_4,DG3_F_1,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.39,0.04,0,0,0,0.986166667,0,0,0,6271,w,6271,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_10,DG3_F4_221020,DG3_F,0,0,0,1,0,0.172235618,1,n,y,Female,0.263333333,0.043333333,2,2.028054757,0.033800913,0.986166667,0,0,0,6271,w,6369,FG,22.10.20,4.4,2,8,4,0.172235618
DG3_F_4,DG3_F_2,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,y,y,Male,0.38,0.06,0,0,0,0.986166667,0,0,0,6271,w,6271,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_3,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,y,n,Female,0.326666667,0.046666667,35.96,36.46442453,0.607740409,0.986166667,0,0,0,6271,w,6271,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_5,DG3_F4_221020,DG3_F,0,1,0,0,0,0,0,y,y,Female,0.446666667,0.143333333,0,0,0,0.986166667,0,0,0,6271,w,6271,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_6,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.273333333,0.026666667,4.32,4.380598275,0.073009971,0.986166667,0,0,0,6271,w,6369,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_7,DG3_F4_221020,DG3_F,1,0,0,0,0,0,0,n,y,Male,0.386666667,0.02,0,0,0,0.986166667,0,0,0,6271,w,6369,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_8,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.23,0.003333333,0,0,0,0.986166667,0,0,0,6271,w,6369,FG,22.10.20,4.4,2,8,4,0
DG3_F_4,DG3_F_9,DG3_F4_221020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.29,0.03,0,0,0,0.986166667,0,0,0,6271,w,6369,FG,22.10.20,4.4,2,8,4,0
DG3_F_5,DG3_F_1,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.39,0.04,37.64,2.782068813,0.046367814,13.5295,0,0,0,6271,w,6271,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_10,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.263333333,0.043333333,6.48,0.478953398,0.007982557,13.5295,0,0,0,6271,w,6369,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_2,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.38,0.06,84.96,6.27961122,0.104660187,13.5295,39.36,2.909198418,0.04848664,6271,w,6271,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_3,DG3_F5_201020,DG3_F,1,0,0,0,0,0,0,y,n,Female,0.326666667,0.046666667,91.64,6.77334713,0.112889119,13.5295,0,0,0,6271,w,6271,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_4,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,y,n,Female,0.41,0.096666667,107,7.908644074,0.131810735,13.5295,5.8,0.428692856,0.007144881,6271,w,6271,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_6,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.273333333,0.026666667,0,0,0,13.5295,0,0,0,6271,w,6369,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_7,DG3_F5_201020,DG3_F,0,1,0,0,0,0,0,n,n,Male,0.386666667,0.02,216.84,16.02719982,0.267119997,13.5295,2.4,0.177390147,0.002956502,6271,w,6369,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_8,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.23,0.003333333,84.88,6.273698215,0.104561637,13.5295,0,0,0,6271,w,6369,FG,20.10.20,2.4,2,4,2,0
DG3_F_5,DG3_F_9,DG3_F5_201020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.29,0.03,2,0.147825123,0.002463752,13.5295,0,0,0,6271,w,6369,FG,20.10.20,2.4,2,4,2,0
DG3_F_6,DG3_F_1,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.39,0.04,7.76,2.351515152,0.039191919,3.3,0,0,0,6369,m,6271,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_10,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.263333333,0.043333333,17.08,5.175757576,0.086262626,3.3,0,0,0,6369,m,6369,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_2,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.38,0.06,11.36,3.442424242,0.057373737,3.3,0,0,0,6369,m,6271,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_3,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.326666667,0.046666667,2.72,0.824242424,0.013737374,3.3,0.56,0.16969697,0.002828283,6369,m,6271,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_4,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.41,0.096666667,0.96,0.290909091,0.004848485,3.3,0,0,0,6369,m,6271,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_5,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.446666667,0.143333333,17.8,5.393939394,0.08989899,3.3,0,0,0,6369,m,6271,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_7,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.386666667,0.02,31.36,9.503030303,0.158383838,3.3,0,0,0,6369,m,6369,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_8,DG3_F6_201020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.23,0.003333333,0,0,0,3.3,0,0,0,6369,m,6369,ZG,20.10.20,2.3,1,3,2,0
DG3_F_6,DG3_F_9,DG3_F6_201020,DG3_F,0,1,0,2,0,0.345741616,1,y,y,Female,0.29,0.03,0,0,0,3.3,0,0,0,6369,m,6369,ZG,20.10.20,2.3,1,3,2,0.345741616
DG3_F_7,DG3_F_1,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.39,0.04,11,7.9816180900000004,0.133026968,1.378166667,0,0,0,6369,m,6271,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_10,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.263333333,0.043333333,0,0,0,1.378166667,0,0,0,6369,m,6369,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_2,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.38,0.06,9.24,6.704559195,0.111742653,1.378166667,0,0,0,6369,m,6271,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_3,DG3_F7_211020,DG3_F,1,0,0,0,0,0,0,n,n,Female,0.326666667,0.046666667,15.32,11.11621719,0.185270287,1.378166667,0,0,0,6369,m,6271,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_4,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.41,0.096666667,30.6,22.20341032,0.370056839,1.378166667,0,0,0,6369,m,6271,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_5,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,n,y,Female,0.446666667,0.143333333,11.16,8.097714353,0.134961906,1.378166667,0,0,0,6369,m,6271,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_6,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,y,y,Male,0.273333333,0.026666667,0,0,0,1.378166667,0,0,0,6369,m,6369,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_8,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.23,0.003333333,0,0,0,1.378166667,0,0,0,6369,m,6369,FG,21.10.20,3.1,1,5,3,0
DG3_F_7,DG3_F_9,DG3_F7_211020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.29,0.03,0,0,0,1.378166667,0,0,0,6369,m,6369,FG,21.10.20,3.1,1,5,3,0
DG3_F_8,DG3_F_1,DG3_F8_221020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.39,0.04,0,0,0,5.026833333,0,0,0,6369,m,6271,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_10,DG3_F8_221020,DG3_F,0,0,1,3,0.139729856,0.419189567,1,y,y,Female,0.263333333,0.043333333,0,0,0,5.026833333,0,0,0,6369,m,6369,ZG,22.10.20,4.3,1,7,4,0.558919423
DG3_F_8,DG3_F_2,DG3_F8_221020,DG3_F,0,0,0,0,0,0,0,n,y,Male,0.38,0.06,80.52,16.01803654,0.266967276,5.026833333,1.56,0.310334538,0.005172242,6369,m,6271,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_3,DG3_F8_221020,DG3_F,0,0,0,1,0,0.139729856,1,n,n,Female,0.326666667,0.046666667,45.04,8.959915123,0.149331919,5.026833333,0.84,0.167103213,0.002785054,6369,m,6271,ZG,22.10.20,4.3,1,7,4,0.139729856
DG3_F_8,DG3_F_4,DG3_F8_221020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.41,0.096666667,69.8,13.88548125,0.231424688,5.026833333,1.68,0.334206426,0.005570107,6369,m,6271,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_5,DG3_F8_221020,DG3_F,0,1,0,0,0,0,0,n,y,Female,0.446666667,0.143333333,0,0,0,5.026833333,0,0,0,6369,m,6271,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_6,DG3_F8_221020,DG3_F,1,0,0,0,0,0,0,y,y,Male,0.273333333,0.026666667,13.28,2.641822221,0.04403037,5.026833333,0,0,0,6369,m,6369,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_7,DG3_F8_221020,DG3_F,0,0,0,0,0,0,0,y,y,Male,0.386666667,0.02,0,0,0,5.026833333,0,0,0,6369,m,6369,ZG,22.10.20,4.3,1,7,4,0
DG3_F_8,DG3_F_9,DG3_F8_221020,DG3_F,0,0,0,0,0,0,0,y,y,Female,0.29,0.03,0,0,0,5.026833333,0,0,0,6369,m,6369,ZG,22.10.20,4.3,1,7,4,0
DG3_F_9,DG3_F_1,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,n,n,Male,0.39,0.04,54.28,5.297590967,0.088293183,10.24616667,0,0,0,6369,w,6271,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_10,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,y,n,Female,0.263333333,0.043333333,83.68,8.166956745,0.136115946,10.24616667,0,0,0,6369,w,6369,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_2,DG3_F9_191020,DG3_F,1,1,0,0,0,0,0,n,n,Male,0.38,0.06,3,0.29296875,0.004882813,10.24616667,14.48,1.413211444,0.023553524,6369,w,6271,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_3,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.326666667,0.046666667,197.04,19.23060656,0.320510109,10.24616667,1.44,0.140540365,0.002342339,6369,w,6271,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_4,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.41,0.096666667,0,0,0,10.24616667,0,0,0,6369,w,6271,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_5,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,n,n,Female,0.446666667,0.143333333,20,1.951949509,0.032532492,10.24616667,4.44,0.433332791,0.007222213,6369,w,6271,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_6,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.273333333,0.026666667,0,0,0,10.24616667,6.32,0.616816045,0.010280267,6369,w,6369,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_7,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.386666667,0.02,0,0,0,10.24616667,0,0,0,6369,w,6369,FG,19.10.20,1.1,1,1,1,0
DG3_F_9,DG3_F_8,DG3_F9_191020,DG3_F,0,0,0,0,0,0,0,y,n,Male,0.23,0.003333333,0,0,0,10.24616667,0,0,0,6369,w,6369,FG,19.10.20,1.1,1,1,1,0
DG3_W_1,DG3_W_10,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,n,n,Female,0.35,0.123333333,26.48,1.324,0.022066667,20,0,0,0,6079,m,6073,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_2,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,y,y,Male,0.24,0.046666667,5.96,0.298,0.004966667,20,0,0,0,6079,m,6079,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_3,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,y,n,Female,0.316666667,0.033333333,61.48,3.074,0.051233333,20,0.96,0.048,8e-4,6079,m,6079,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_4,DG3_W1_201020,DG3_W,0,0,0,1,0,0.172850887,1,y,y,Female,0.17,0.01,13.84,0.692,0.011533333,20,0,0,0,6079,m,6079,FG,20.10.20,2.2,2,4,2,0.172850887
DG3_W_1,DG3_W_5,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,y,n,Female,0.243333333,0.066666667,51.56,2.578,0.042966667,20,0,0,0,6079,m,6079,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_6,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,n,n,Male,0.32333333399999997,0.036666667,48.96,2.448,0.0408,20,0,0,0,6079,m,6073,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_7,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,n,y,Male,0.286666667,0.09,29.68,1.484,0.024733333,20,0,0,0,6079,m,6073,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_8,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,n,n,Male,0.186666667,0.033333333,34.44,1.722,0.0287,20,0,0,0,6079,m,6073,FG,20.10.20,2.2,2,4,2,0
DG3_W_1,DG3_W_9,DG3_W1_201020,DG3_W,0,0,0,0,0,0,0,n,n,Female,0.413333333,0.076666667,75.32,3.766,0.062766667,20,0,0,0,6079,m,6073,FG,20.10.20,2.2,2,4,2,0
DG3_W_10,DG3_W_1,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,n,y,Male,0.253333333,0.03,0,0,0,1.878833333,0,0,0,6073,w,6079,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_2,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,n,y,Male,0.24,0.046666667,0,0,0,1.878833333,0,0,0,6073,w,6079,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_3,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,n,n,Female,0.316666667,0.033333333,34.92,18.58600195,0.309766699,1.878833333,1.36,0.723853455,0.012064224,6073,w,6079,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_4,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,n,y,Female,0.17,0.01,36.72,19.54404329,0.325734055,1.878833333,0,0,0,6073,w,6079,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_5,DG3_W10_221020,DG3_W,1,0,0,0,0,0,0,n,y,Female,0.243333333,0.066666667,55.64,29.61412224,0.493568704,1.878833333,0,0,0,6073,w,6079,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_6,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,y,n,Male,0.32333333399999997,0.036666667,1.68,0.894171915,0.014902865,1.878833333,0,0,0,6073,w,6073,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_7,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,y,y,Male,0.286666667,0.09,0,0,0,1.878833333,0,0,0,6073,w,6073,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_8,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,y,n,Male,0.186666667,0.033333333,5.28,2.810254591,0.046837577,1.878833333,0,0,0,6073,w,6073,ZG,22.10.20,4.1,1,7,4,0
DG3_W_10,DG3_W_9,DG3_W10_221020,DG3_W,0,0,0,0,0,0,0,y,y,Female,0.413333333,0.076666667,45.88,24.41940921,0.406990154,1.878833333,0,0,0,6073,w,6073,ZG,22.10.20,4.1,1,7,4,0
DG3_W_2,DG3_W_1,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,y,n,Male,0.253333333,0.03,40.12,14.24631591,0.237438599,2.816166667,0,0,0,6079,m,6079,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_10,DG3_W2_191020,DG3_W,1,1,0,0,0,0,0,n,n,Female,0.35,0.123333333,19.12,6.789370893,0.113156182,2.816166667,0,0,0,6079,m,6073,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_3,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,y,n,Female,0.316666667,0.033333333,17.76,6.30644493,0.105107416,2.816166667,0,0,0,6079,m,6079,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_4,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,y,n,Female,0.17,0.01,44.68,15.86553826,0.264425638,2.816166667,0,0,0,6079,m,6079,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_5,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,y,n,Female,0.243333333,0.066666667,25.56,9.076167366,0.151269456,2.816166667,0,0,0,6079,m,6079,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_6,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,n,n,Male,0.32333333399999997,0.036666667,63.64,22.59809433,0.376634906,2.816166667,0,0,0,6079,m,6073,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_7,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,n,n,Male,0.286666667,0.09,22.84,8.11031544,0.135171924,2.816166667,0,0,0,6079,m,6073,FG,19.10.20,1.3,1,1,1,0
DG3_W_2,DG3_W_8,DG3_W2_191020,DG3_W,0,0,2,2,0.347947112,0.347947112,1,n,n,Male,0.186666667,0.033333333,35.6,12.64129727,0.210688288,2.816166667,0,0,0,6079,m,6073,FG,19.10.20,1.3,1,1,1,0.695894224
DG3_W_2,DG3_W_9,DG3_W2_191020,DG3_W,0,0,0,0,0,0,0,n,n,Female,0.413333333,0.076666667,80.76,28.67727999,0.477954666,2.816166667,0,0,0,6079,m,6073,FG,19.10.20,1.3,1,1,1,0
DG3_W_3,DG3_W_1,DG3_W3_231020,DG3_W,0,0,0,0,0,0,0,y,y,Male,0.253333333,0.03,0,0,0,0.566833333,0,0,0,6079,w,6079,ZG,23.10.20,5.3,1,9,5,0
DG3_W_3,DG3_W_10,DG3_W3_231020,DG3_W,0,0,0,3,0,0.363225442,1,n,y,Female,0.35,0.123333333,0,0,0,0.566833333,0,0,0,6079,w,6073,ZG,23.10.20,5.3,1,9,5,0.363225442
DG3_W_3,DG3_W_2,DG3_W3_231020,DG3_W,0,0,0,0,0,0,0,y,y,Male,0.24,0.046666667,0,0,0,0.566833333,0,0,0,6079,w,6079,ZG,23.10.20,5.3,1,9,5,0
